title,bulk_notes,is_gpu
Cisco NVIDIA Tesla T4 Graphic Card - 16 GB,"SKU: UCSX-GPU-T4MEZZ-D, Vendor: Cisco Systems, Inc",0
ASUS TUF GAMING GEFORCE RTX,"SKU: 197105890336, Vendor: ASUS - VGA NVIDIA",0
StarTech.com HDMI or DVI to DisplayPort Active Converter,"SKU: DY8898, Vendor: StarTech.com",0
Ubiquiti UniFi Protect ViewPort PoE,"SKU: 817882029575, Vendor: Ubiquiti Inc.",0
ATEN VC486 12G-SDI to HDMI Converter,"SKU: VC486, Vendor: ATEN Technology, Inc",0
PNY NVIDIA T1000 Graphic Card - 4 GB GDDR6 - Low-profile,"SKU: 751492645827, Vendor: PNY Technologies",0
HP NVIDIA T1000 Graphic Card - 8 GB,"SKU: 196337668348, Vendor: HP Business",0
RTX 5070 12G VENTUS 2X OC,"SKU: 824142405727, Vendor: MSI",1
PNY NVIDIA Quadro RTX A4000 Graphic Card - 16 GB GDDR6,"SKU: 751492645209, Vendor: PNY Technologies",1
Vaddio AV Bridge - Streaming Video and Audio - Black,"SKU: 999-8210-000, Vendor: Legrand Group",0
Lenovo NVIDIA Tesla P40 Graphic Card - 24 GB GDDR5 - Full-height,"SKU: 7C57A02888, Vendor: Lenovo Group Limited",0
PNY NVIDIA Quadro RTX 4500 Graphic Card - 24 GB GDDR6,"SKU: 751492779317, Vendor: PNY Technologies",1
NV 1000 8G CARD,"SKU: 195892052913, Vendor: Lenovo Group Limited",1
HPE Ingram Micro Sourcing NVIDIA GRID P4 Graphic Card - 8 GB GDDR5,"SKU: Q0V79A-RF, Vendor: HPE SOURCING - CERTIFIED PRE-OWNED",0
Asus NVIDIA GeForce GTX 1650 EVO Graphic Card - 4 GB GDDR6,"SKU: 197105004009, Vendor: ASUS Computer International",0
DUAL-RTX3050-O6G,"SKU: 197105470644, Vendor: ASUS",1
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105000902, Vendor: ASUS Computer International",0
Cisco NVIDIA Tesla M6 Graphic Card,"SKU: 882658861734, Vendor: Cisco Systems, Inc",0
PRED BIFROST Radeon RX 7600,"SKU: 195133207263, Vendor: Acer America Corp.",0
NVIDIA L4 PCIE RETAIL SCB,"SKU: 0751492767147, Vendor: PNY QUADRO",0
Asus NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105301566, Vendor: ASUS Computer International",1
Cisco NVIDIA A16 Graphic Card - 64 GB,"SKU: UCSX-GPU-A16-D, Vendor: Cisco Systems, Inc",1
StarTech.com HDMI or DVI to DisplayPort Active Converter,"SKU: DY8898, Vendor: StarTech.com",0
PNY NVIDIA RTX 2000 Ada Graphic Card - 16 GB GDDR6,"SKU: 751492789774, Vendor: PNY Technologies",1
NVIDIA RTX A2000 12GB 4mDP GFX,"SKU: 196337668386, Vendor: HP Business",1
Cisco NVIDIA Grid K1 Graphic Card - Full-height,"SKU: 882658556111, Vendor: Cisco Systems, Inc",0
Gigabyte NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 889523038642, Vendor: GIGABYTE Technology, Inc",1
MSI NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 824142374474, Vendor: MSI",1
DUAL GEFORCE RTX 4060 EVO,"SKU: 197105733862, Vendor: ASUS - VGA NVIDIA",1
PRED BIFROST Radeon RX 7600,"SKU: 195133207263, Vendor: Acer America Corp.",0
GT 1030 4GD4 LP OC,"SKU: 824142327654, Vendor: MSI",0
HP NVIDIA A800 Graphic Card - 40 GB,"SKU: 196548771899, Vendor: HP Inc.",1
VisionTek AMD Radeon RX 560 Graphic Card - 4 GB GDDR5 - Low-profile,"SKU: 818275728556, Vendor: VisionTek Products, LLC",0
Asus ROG NVIDIA GeForce RTX 3070 Graphic Card - 8 GB GDDR6,"SKU: 195553320252, Vendor: ASUS Computer International",1
NVIDIA RTX 4000 ADA GPU MODULE,"SKU: 190017720203, Vendor: HPE BTO SERVER OPTIONS",1
Black Box Audio Embedder/De-embedder - HDMI 2.0,"SKU: AEMEX-HDMI-R2, Vendor: Black Box Corporation",0
PNY NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6,"SKU: 751492790985, Vendor: PNY Technologies",1
Asus NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 195553309899, Vendor: ASUS Computer International",1
Gigabyte NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 889523041260, Vendor: GIGABYTE Technology, Inc",1
Kramer Computer Graphics Video & HDTV to HDMI ProScale Digital Scaler,"SKU: 70-42500090, Vendor: Kramer Electronics LTD",0
Panasonic AV-HS04M5 Video Expansion Card,"SKU: AV-HS04M5, Vendor: Panasonic",0
MSI AMD Radeon RX 6600 XT Graphic Card - 8 GB GDDR6,"SKU: 824142261408, Vendor: MSI",0
VanCryst VC060 DVI EDID Emulator-TAA Compliant,"SKU: 0672792004186, Vendor: ATEN Technology, Inc",0
Gigabyte NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 889523036563, Vendor: GIGABYTE Technology, Inc",1
SYBA Multimedia VGA Video + 3.5mm Audio Input to HDMI Output High-Definition Converter,"SKU: SY-ADA31050, Vendor: SYBA Multimedia, Inc",0
ASRock Intel Arc A580 Graphic Card - 8 GB GDDR6,"SKU: 4710483941634, Vendor: ASRock, Inc",0
VanCryst VC010 VGA EDID Emulator-TAA Compliant,"SKU: 818276921659, Vendor: ATEN Technology, Inc",0
MSI NVIDIA GeForce GT 710 Graphic Card - 2 GB DDR3 SDRAM - Low-profile,"SKU: 824142126905, Vendor: MSI",0
AMX NMX-DEC-N2222A-C SVSI,"SKU: 718878026472, Vendor: HARMAN PRO",0
Lenovo NVIDIA Quadro RTX T400 Graphic Card - 2 GB,"SKU: 889488600366, Vendor: Lenovo Group Limited",1
MSI NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 0824142346785, Vendor: MSI",1
Gigabyte NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 889523041260, Vendor: GIGABYTE Technology, Inc",1
Lenovo NVIDIA Quadro RTX T400 Graphic Card - 2 GB,"SKU: 889488600366, Vendor: Lenovo Group Limited",1
DAZZLE DVD RECORDER HD,"SKU: 735163141535, Vendor: Corel Corporation",0
Asus NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 0197105228733, Vendor: ASUS Computer International",1
Gigabyte NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 0889523038574, Vendor: GIGABYTE Technology, Inc",1
NVIDIA RTX 4000 ADA,"SKU: 751492776958, Vendor: PNY Technologies",1
NV RTX A400 4GB GPU,"SKU: 195892109709, Vendor: Lenovo",1
AVerTV Hybrid TVBox 13,"SKU: 795522964755, Vendor: AVerMedia Technologies, Inc",0
HP NVIDIA RTX 5000 Ada Graphic Card - 32 GB GDDR6 - Full-height,"SKU: 196548771929, Vendor: HP Inc.",1
NETWORK CONTROLLER FOR HDMI,"SKU: 0757120299776, Vendor: LEGRAND AV - C2G",0
ASUS TUF GAMING CAPTURE BOX,"SKU: 195553150842, Vendor: ASUS - COMPONENTS",0
Asus NVIDIA GeForce GTX 1660 SUPER Graphic Card - 6 GB GDDR6,"SKU: 192876608784, Vendor: ASUS Computer International",0
AMX NMX-WP-N2410 WINDOW,"SKU: 718878026328, Vendor: HARMAN PRO",0
MSI NVIDIA GeForce RTX 3060 Ti Graphic Card - 8 GB GDDR6X,"SKU: 824142307953, Vendor: MSI",1
NVIDIA RTX 4500 ADA 24GB 4DP,"SKU: 196548777969, Vendor: HP INC. - NSB OPTIONS",1
StarTech.com SDI to HDMI Converter? 3G SDI to HDMI Adapter with SDI Loop Through Output,"SKU: 818254011693, Vendor: StarTech.com",0
Asus AMD Radeon RX 7700 XT Graphic Card - 12 GB GDDR6,"SKU: 0197105430334, Vendor: ASUS Computer International",0
AMD RDNP W6600 8GB GDDR6 4DP,"SKU: 195697639050, Vendor: HP INC. - NSB OPTIONS",0
NVIDIA RTX A400 BOARD ONLY,"SKU: 751492790688, Vendor: PNY QUADRO",1
StarTech.com HDMI&reg; to VGA Video Adapter Converter with Audio - HD to VGA Monitor 1080p,"SKU: 065030839587, Vendor: StarTech.com",0
"Black Box MCX S7 4K60 Network AV Encoder - HDCP 2.2, HDMI 2.0, 10-GbE Fiber","SKU: MCX-S7-FO-ENC, Vendor: Black Box Corporation",0
ASRock Intel Arc A580 Graphic Card - 8 GB GDDR6,"SKU: 4710483941634, Vendor: ASRock, Inc",0
DUAL RTX4060 O8G V2,"SKU: 197105392212, Vendor: ASUS",1
MSI NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 824142347065, Vendor: MSI",1
Asus ROG NVIDIA GeForce RTX 3070 Graphic Card - 8 GB GDDR6,"SKU: 195553320252, Vendor: ASUS Computer International",1
Gigabyte NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6 - Low-profile,"SKU: 0889523041840, Vendor: GIGABYTE Technology, Inc",0
ASUS DUAL AMD RADEON RX 6600,"SKU: 195553363136, Vendor: ASUS - AMD",0
VisionTek Radeon 7800M Digital Signage GPU,"SKU: 0784090034717, Vendor: VisionTek Products, LLC",0
"VisionTek Radeon 6350 SFF 1GB DDR3 3M DMS59 (2x DVI-I, miniDP) w/ 2x DVI-I to VGA Adapter","SKU: 818215448650, Vendor: VisionTek Products, LLC",0
INTEL ARC A380 6GB GDDR6,"SKU: 197961887921, Vendor: HP INC. - NSB OPTIONS",0
Gigabyte NVIDIA GeForce GT 1030 Graphic Card - 2 GB DDR4 SDRAM - Low-profile,"SKU: 889523013366, Vendor: GIGABYTE Technology, Inc",0
Black Box Video/Audio Scalers,"SKU: AVSC-VGA-VIDEO, Vendor: Black Box Corporation",0
AMD Radeon Pro W7500 Graphic Card - 8 GB GDDR6 - Full-height,"SKU: 727419314862, Vendor: Advanced Micro Devices, Inc",0
TUF NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 197105437845, Vendor: ASUS",1
ComNet FVR8014M1 Video Encoder,"SKU: FVR8014M1, Vendor: ACRE",0
HP NVIDIA RTX 5000 Ada Graphic Card - 32 GB GDDR6 - Full-height,"SKU: 196548771929, Vendor: HP Inc.",1
GRAPHIC_BO RTX 4500,"SKU: 0195892099116, Vendor: LENOVO OPTIONS",1
SIIG HDMI 2.0 4K HDR with Audio Extractor & ARC,"SKU: CE-H24F11-S1, Vendor: SIIG, Inc",0
MSI AMD Radeon RX 6600 XT Graphic Card - 8 GB GDDR6,"SKU: 824142261408, Vendor: MSI",0
HP NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6 - Full-height,"SKU: 196548771905, Vendor: HP Inc.",1
MSI NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 824142346785, Vendor: MSI",1
TUF NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 197105204058, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce RTX 3050 Graphic Card - 8 GB GDDR6,"SKU: 195553645256, Vendor: ASUS Computer International",1
"AMX Minimal Proprietary Compression Video Over IP Encoder with PoE, AES67 Support","SKU: 818261338080, Vendor: Harman Professional Solutions",0
Gigabyte NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 889523038642, Vendor: GIGABYTE Technology, Inc",1
Lenovo NVIDIA RTX 5000 Ada Graphic Card - 32 GB GDDR6 - Full-height,"SKU: 195892095446, Vendor: Lenovo Group Limited",1
Marshall Professional 3G-SDI/HD-SDI to HDMI Converter with 3GSDI Loop-Out,"SKU: VAC-12SH, Vendor: Marshall Electronics, Inc",0
RTX 5090 32G SUPRIM LIQ SOC,"SKU: 824142397503, Vendor: MSI",1
TUF NVIDIA GeForce RTX 3070 Graphic Card - 8 GB GDDR6,"SKU: 195553320146, Vendor: ASUS Computer International",1
ComNet FVT8014M1 Video Encoder,"SKU: FVT8014M1, Vendor: ACRE",0
GF RTX3050 VENTUS 2X6G OC,"SKU: 824142348710, Vendor: MSI",1
Gefen VGA to DVI Scaler / Converter,"SKU: 888814071825, Vendor: Gefen, Inc",0
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142311769, Vendor: MSI",1
Asus ROG NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 195553964869, Vendor: ASUS Computer International",1
Zotac NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 810012084024, Vendor: ZOTAC International",1
PNY NVIDIA Quadro RTX 4000 Graphic Card - 20 GB GDDR6,"SKU: 751492771540, Vendor: PNY Technologies",1
Asus NVIDIA GeForce GTX 1660 SUPER Graphic Card - 6 GB GDDR6,"SKU: 192876608784, Vendor: ASUS Computer International",0
Black Box VGA/DVI/Video/EGA/CGA to DVI-D Converter,"SKU: 822088055808, Vendor: Black Box Corporation",0
Asus NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 197105228757, Vendor: ASUS Computer International",1
ATEN VC486 12G-SDI to HDMI Converter,"SKU: VC486, Vendor: ATEN Technology, Inc",0
Mimo Monitors HDMI Capture Card (HCP-1080),"SKU: 993246655854, Vendor: Mimo Monitors, Inc",0
ASUS ROG STRIX LC AMD RADEON,"SKU: 195553251815, Vendor: ASUS - AMD",0
HP NVIDIA Quadro K5200 Graphic Card - 8 GB,"SKU: J1Q22AV, Vendor: HP Inc.",0
NVIDIA RTX A400 BOARD ONLY,"SKU: 751492790688, Vendor: PNY QUADRO",1
HP NVIDIA RTX A400 Graphic Card - 4 GB GDDR6,"SKU: AV8J3AA, Vendor: HP Inc.",1
MSI NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 824142346785, Vendor: MSI",1
Zotac NVIDIA GeForce GT 730 Graphic Card - 4 GB DDR3 SDRAM,"SKU: 816264015359, Vendor: ZOTAC International",0
MSI NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 824142332849, Vendor: MSI",0
GT 1030 4GD4 LP OC,"SKU: 0824142327654, Vendor: MSI - NVIDIA",0
PROART-RTX4060-O8G,"SKU: 197105299412, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: DUAL-RTX4060-O8G-EVO-WHIT, Vendor: ASUS Computer International",1
DUAL GEFORCE RTX 4060 EVO,"SKU: 197105733862, Vendor: ASUS - VGA NVIDIA",1
Vaddio Bridge Mini Audio/Video Encoder - For Video Conferencing Applications,"SKU: 840077501778, Vendor: Vaddio",0
Zotac NVIDIA GeForce GT 730 Graphic Card - 4 GB DDR3 SDRAM,"SKU: ZT-71115-20L, Vendor: ZOTAC International",0
Wisenet SKY Local Display Station Decoder,"SKU: 849688017968, Vendor: Hanwha Group",0
TUF NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 195553964791, Vendor: ASUS Computer International",1
Gigabyte NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 889523038642, Vendor: GIGABYTE Technology, Inc",1
PNY NVIDIA RTX 6000 Ada Graphic Card - 48 GB GDDR6,"SKU: 751492767246, Vendor: PNY Technologies",1
AMD Radeon Pro W7500 Graphic Card - 8 GB GDDR6 - Full-height,"SKU: 727419314862, Vendor: Advanced Micro Devices, Inc",0
MSI RTX 5070 12G VENTUS 2X OC WHITE,"SKU: 824142405703, Vendor: MSI",1
"Black Box Radian Flex Video Wall Processor Capture Card - 4K 60Hz HDMI 2.0, 4-Channel","SKU: VCC-HDMI2-2, Vendor: Black Box Corporation",0
Gigabyte NVIDIA GeForce RTX 5070 Ti Graphic Card - 16 GB GDDR7,"SKU: GV-N507TAERO OC-16GD, Vendor: GIGABYTE Technology, Inc",1
Gigabyte NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6 - Low-profile,"SKU: 889523041840, Vendor: GIGABYTE Technology, Inc",0
Asus NVIDIA GeForce GTX 1650 EVO Graphic Card - 4 GB GDDR6,"SKU: 197105004009, Vendor: ASUS Computer International",0
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 824142319956, Vendor: MSI",1
AMD Radeon Pro WX 7100 Graphic Card - 8 GB GDDR5 - Full-height,"SKU: 818245780621, Vendor: Advanced Micro Devices, Inc",0
NVIDIA L4 PCIE RETAIL SCB,"SKU: 0751492767147, Vendor: PNY QUADRO",0
Asus NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 197105125353, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105285743, Vendor: ASUS Computer International",0
Gigabyte NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 889523041260, Vendor: GIGABYTE Technology, Inc",1
Cisco NVIDIA Tesla A100 Graphic Card - 80 GB,"SKU: UCSX-GPUA100-80-D, Vendor: Cisco Systems, Inc",1
HPE NVIDIA A10 Graphic Card - 24 GB GDDR6,"SKU: 190017605517, Vendor: Hewlett Packard Enterprise",1
MSI RTX 5070 TI 16G INSPIRE 3X OC,"SKU: 824142408469, Vendor: MSI",1
AMD RADEON PRO W6400,"SKU: 727419314008, Vendor: AMD PRO GRAPHICS",0
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142306451, Vendor: MSI",1
Asus ROG NVIDIA GeForce RTX 3070 Graphic Card - 8 GB GDDR6,"SKU: 195553320252, Vendor: ASUS Computer International",1
RX 7600 XT GAMING OC 16G 3X,"SKU: 889523041833, Vendor: GIGABYTE - AMD",0
"AMX H.264 Compressed Video over IP Encoder, PoE, SFP, HDMI, USB for Record","SKU: FGN3132-SA, Vendor: Harman International Industries, Inc",0
VanCryst VC080 HDMI EDID Emulator-TAA Compliant,"SKU: 0672792004193, Vendor: ATEN Technology, Inc",0
"VisionTek Radeon 6350 SFF 1GB DDR3 3M DMS59 (2x DVI-I, miniDP) w/ 2x DVI-I to VGA Adapter","SKU: 818215448650, Vendor: VisionTek Products, LLC",0
SMART BUY INTEL ARC PRO A40 6GB,"SKU: 196548803316, Vendor: HP INC. - SB WORKSTATION OPTIONS",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 195553321563, Vendor: ASUS Computer International",0
VanCryst VC080 HDMI EDID Emulator-TAA Compliant,"SKU: 0672792004193, Vendor: ATEN Technology, Inc",0
MSI NVIDIA GeForce RTX 4060 Ti Graphic Card - 16 GB GDDR6,"SKU: 824142332078, Vendor: MSI",1
VanCryst VC080 HDMI EDID Emulator-TAA Compliant,"SKU: 0672792004193, Vendor: ATEN Technology, Inc",0
Asus NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 197105125353, Vendor: ASUS Computer International",1
AMX SCL-1 SCL-1,"SKU: 718878009864, Vendor: HARMAN PRO",0
TUF AMD Radeon RX 7600 XT Graphic Card - 16 GB GDDR6,"SKU: 197105478213, Vendor: ASUS Computer International",0
MSI RTX 5070 12G VENTUS 2X OC WHITE,"SKU: 824142405703, Vendor: MSI",1
Asus NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 197105471849, Vendor: ASUS Computer International",1
Asus ROG AMD Radeon RX 6700 XT Graphic Card - 12 GB GDDR6,"SKU: 195553119214, Vendor: ASUS Computer International",0
VisionTek ATI Radeon HD 5450 Graphic Card - 2 GB DDR3 SDRAM,"SKU: 993246082582, Vendor: VisionTek Products, LLC",0
Asus ROG NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105175877, Vendor: ASUS Computer International",1
DUAL-RX7900GRE-O16G,"SKU: 197105548626, Vendor: ASUS Computer International",0
Kramer 3G HD-SDI to HDMI Format Converter,"SKU: 90-70813090, Vendor: Kramer Electronics LTD",0
PNY NVIDIA A800 Graphic Card - 40 GB HBM2 - Low-profile,"SKU: 0751492779430, Vendor: PNY Technologies",1
NVIDIA RTX A1000 BOARD ONLY,"SKU: 751492790695, Vendor: PNY Technologies",1
Kramer 8-Input ProScale Presentation Switcher/Scaler with Speaker Output,"SKU: VP-770, Vendor: Kramer Electronics LTD",0
Zotac NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 810012084024, Vendor: ZOTAC International",1
PNY NVIDIA RTX 6000 Ada Graphic Card - 48 GB GDDR6,"SKU: 751492767246, Vendor: PNY Technologies",1
12G-SDI TO HDMI CONVERTER,"SKU: 672792011757, Vendor: ATEN TECHNOLOGIES",0
Kramer 18G 4K Presentation Switcher/Scaler with HDBaseT & HDMI Simultaneous Outputs,"SKU: 87-00002090, Vendor: Kramer Electronics LTD",0
COMPONENT VGA TO HDMI ADAPTER,"SKU: 037332189400, Vendor: Eaton Corporation",0
NVIDIA RTX 6000 ADA 48GB 4DP,"SKU: 198122366484, Vendor: HP INC. - NSB OPTIONS",1
NV A4000 GRAPHICS CARD,"SKU: 0195892023654, Vendor: LENOVO OPTIONS",1
Gefen High Definition 1080p Scaler,"SKU: GTB-HD-1080PS-BLK, Vendor: Gefen, Inc",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 195553321563, Vendor: ASUS Computer International",0
NV T400 4G Card,"SKU: 195892052920, Vendor: Lenovo",0
SmartAVI CVH-01 Signal Converter,"SKU: CVH-01, Vendor: Smart Audio Video Innovation",0
Lenovo NVIDIA RTX A1000 Graphic Card - 8 GB GDDR6,"SKU: 195892109693, Vendor: Lenovo Group Limited",1
MSI NVIDIA GeForce RTX 4060 Ti Graphic Card - 16 GB GDDR6,"SKU: 824142332078, Vendor: MSI",1
MSI NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 824142347065, Vendor: MSI",1
Gigabyte NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6 - Low-profile,"SKU: 0889523041840, Vendor: GIGABYTE Technology, Inc",0
VanCryst VC480 3G/HD/SD-SDI to HDMI Converter-TAA Compliant,"SKU: VC480, Vendor: ATEN Technology, Inc",0
Gefen EXT-DVI-EDIDN Video Capturing Device,"SKU: EXT-DVI-EDIDN, Vendor: Gefen, Inc",0
TUF NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 195553964814, Vendor: ASUS Computer International",1
NVIDIA RTX A400 RETAIL PACK,"SKU: 751492788067, Vendor: PNY QUADRO",1
Zotac NVIDIA GeForce GT 710 Graphic Card - 2 GB DDR3 SDRAM - Low-profile,"SKU: 817215552114, Vendor: ZOTAC International",0
Gigabyte NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 889523038574, Vendor: GIGABYTE Technology, Inc",1
MSI NVIDIA GeForce 210 Graphic Card - 1 GB GDDR3 - Low-profile,"SKU: 824241132142, Vendor: MSI",0
AMD RDNP W6600 8GB GDDR6 4DP,"SKU: 195697639050, Vendor: HP INC. - NSB OPTIONS",0
PROARTRTX40608G,"SKU: 197105299436, Vendor: ASUS",1
GEFORCE RTX 4060 LP BRK OC,"SKU: 0197105454736, Vendor: ASUS - VGA NVIDIA",0
PNY NVIDIA Quadro RTX A4000 Graphic Card - 16 GB GDDR6,"SKU: 751492645209, Vendor: PNY Technologies",1
INTEL ARC A380 6GB GDDR6,"SKU: 197961887921, Vendor: HP INC. - NSB OPTIONS",0
Asus ROG NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 197105246447, Vendor: ASUS Computer International",1
Gefen VGA to DVI Scaler / Converter,"SKU: 888814071825, Vendor: Gefen, Inc",0
Asus NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: DUAL-RTX4060-O8G-EVO-WHIT, Vendor: ASUS Computer International",1
SIIG HDMI 2.0 4K HDCP Converter,"SKU: CE-H24L11-S1, Vendor: SIIG, Inc",0
VanCryst VC080 HDMI EDID Emulator-TAA Compliant,"SKU: 0672792004193, Vendor: ATEN Technology, Inc",0
Lenovo NVIDIA Quadro P6000 Graphic Card - 24 GB,"SKU: 7C57A02895, Vendor: Lenovo Group Limited",0
VanCryst VC182 VGA to HDMI Converter with Scaler-TAA Compliant,"SKU: VC182, Vendor: ATEN Technology, Inc",0
SIIG HDMI 2.0 Audio Extractor / Embedder,"SKU: CE-H23M11-S1, Vendor: SIIG, Inc",0
PNY NVIDIA Quadro RTX 4500 Graphic Card - 24 GB GDDR6,"SKU: 751492779317, Vendor: PNY Technologies",1
MSI RTX 5070 12G SHADOW 2X OC,"SKU: 824142405772, Vendor: MSI",1
TUF NVIDIA GeForce RTX 3070 Graphic Card - 8 GB GDDR6,"SKU: 195553320146, Vendor: ASUS Computer International",1
MSI NVIDIA GeForce RTX 4060 Ti Graphic Card - 16 GB GDDR6,"SKU: 824142332061, Vendor: MSI",1
ASUS TUF GAMING GEFORCE RTX,"SKU: 197105890336, Vendor: ASUS - VGA NVIDIA",0
Live Streamer CAP 4K USB 3.0,"SKU: 795522966964, Vendor: AVermedia Technology",0
AMD RADEON PRO W6400,"SKU: 727419314008, Vendor: AMD PRO GRAPHICS",0
Matrox TripleHead2Go DP Edition Multi-Display Adapter,"SKU: T2G-DP-MIF, Vendor: Matrox",0
Asus NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105136649, Vendor: ASUS Computer International",1
Zotac NVIDIA GeForce GT 710 Graphic Card - 2 GB DDR3 SDRAM - Low-profile,"SKU: 817215552114, Vendor: ZOTAC International",0
PNY NVIDIA GeForce RTX 5080 Graphic Card - 16 GB GDDR7,"SKU: 0751492794273, Vendor: PNY Technologies",1
Zotac NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 810012084048, Vendor: ZOTAC International",1
Gigabyte NVIDIA GeForce RTX 5070 Graphic Card - 12 GB GDDR7,"SKU: 889523048429, Vendor: GIGABYTE Technology, Inc",1
NV A5000 GRAPHICS CARD,"SKU: 195892022633, Vendor: LENOVO OPTIONS",1
PNY NVLINK Bridge (2-SLOT),"SKU: RTXA6000NVLINK-KIT, Vendor: PNY Technologies",0
Wisenet SKY Local Display Station Decoder,"SKU: 849688017968, Vendor: Hanwha Group",0
MSI AMD Radeon RX 6600 XT Graphic Card - 8 GB GDDR6,"SKU: 824142261408, Vendor: MSI",0
HP NVIDIA RTX 4000 SFF Ada Graphic Card - 20 GB,"SKU: 197192737835, Vendor: HP Inc.",1
Black Box HDMI EDID Ghost,"SKU: VG-HDMI, Vendor: Black Box Corporation",0
Acer Intel Arc A750 Graphic Card - 8 GB GDDR6,"SKU: 195133206532, Vendor: Acer, Inc",0
GeoVision GV-650 Video Capturing Device,"SKU: 55-650D4-160, Vendor: GeoVision, Inc",0
PNY GeForce RTX 5070 Ti Graphic Card - 16 GB GDDR7 - Full-height,"SKU: 0751492794600, Vendor: PNY Technologies",0
AMD RDNP W6600 8GB GDDR6 4DP,"SKU: 195697639050, Vendor: HP INC. - NSB OPTIONS",0
Asus NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 0197105228733, Vendor: ASUS Computer International",1
RTX 5080 16G SUPRIM LIQ SOC,"SKU: 824142395738, Vendor: MSI",1
VanCryst VC080 HDMI EDID Emulator-TAA Compliant,"SKU: 0672792004193, Vendor: ATEN Technology, Inc",0
